"Ссылка на объявление","Название","Цена","Метро","Корпус/Этаж","Заселение"
"https://www.pik.ru/flat/836862","2 комнаты, 46.3 м²","21 431 158 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.1, Этаж 27 из 38","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/886972","Студия, 20.1 м²","9 836 859 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.3, Этаж 18 из 19","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887116","1 комната, 36.3 м²","13 218 282 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 10 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887219","1 комната, 34.6 м²","12 885 109 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 18 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887281","1 комната, 38.3 м²","13 860 616 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 23 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/953416","1 комната, 34.9 м²","10 375 770 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 5 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953867","1 комната, 41.6 м²","12 342 720 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 6 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954021","2 комнаты, 49.9 м²","15 913 110 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 20 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954067","Студия, 20 м²","7 420 000 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 24 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953374","Студия, 20 м²","7 216 000 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 2 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953682","Студия, 20.9 м²","7 126 900 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 22 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953753","1 комната, 37.8 м²","11 532 780 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 27 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953832","1 комната, 38.3 м²","12 164 080 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 3 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953833","1 комната, 31.9 м²","10 074 020 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 3 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953840","2 комнаты, 49.8 м²","14 541 600 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 4 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953868","1 комната, 32.8 м²","9 768 561 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 6 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953978","Студия, 20 м²","7 232 000 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 16 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954050","1 комната, 32.7 м²","10 329 930 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.2, Этаж 22 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954089","1 комната, 36.1 м²","10 299 330 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 2 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954091","3 комнаты, 79.6 м²","23 227 280 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 3 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954092","1 комната, 36.1 м²","10 775 850 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 3 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954097","1 комната, 37.8 м²","11 196 360 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 3 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954146","2 комнаты, 62 м²","17 186 400 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 6 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954152","1 комната, 37.7 м²","10 627 630 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 6 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954157","1 комната, 37.8 м²","11 264 400 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 7 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954351","2 комнаты, 47.1 м²","14 775 270 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 20 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954437","1 комната, 33.2 м²","10 039 680 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 30 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954746","2 комнаты, 48.3 м²","14 272 650 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 18 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954747","1 комната, 36.3 м²","10 272 900 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 18 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954748","1 комната, 34.4 м²","10 075 760 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 18 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954756","1 комната, 36.3 м²","10 468 920 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 19 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/955777","2 комнаты, 52.5 м²","18 592 560 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 15 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/955856","1 комната, 36.3 м²","13 681 107 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 24 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956098","Студия, 21.9 м²","9 406 017 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 12 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956208","2 комнаты, 53.9 м²","18 104 255 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 22 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956261","3 комнаты, 81.1 м²","24 775 239 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 5 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956271","2 комнаты, 62.3 м²","20 989 243 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 5 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956277","1 комната, 36.8 м²","14 727 812 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 5 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/659974","1 комната, 34.1 м²","11 147 631 ₽","Братиславская
         • Люблинский парк","Корпус 12, Этаж 24 из 25","Заселение до 31 марта 2026"
"https://www.pik.ru/flat/954418","1 комната, 31.2 м²","10 136 880 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 28 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954473","1 комната, 35.7 м²","10 377 990 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 3 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/954544","1 комната, 37.4 м²","10 636 560 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 7 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/955145","1 комната, 34.4 м²","10 629 600 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 23 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/955708","1 комната, 36.8 м²","13 970 899 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 10 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/955989","1 комната, 36.2 м²","14 551 748 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 2 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/955998","1 комната, 36.7 м²","14 400 934 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 3 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956058","1 комната, 34.1 м²","14 521 485 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 9 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/955697","1 комната, 38.5 м²","14 176 470 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 10 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956127","Студия, 20.3 м²","9 281 194 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 14 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956253","2 комнаты, 57.5 м²","19 905 810 ₽","Озёрная
         • Мичуринский парк","Корпус 4.5, Этаж 4 из 32","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/956194","3 комнаты, 83.6 м²","27 542 856 ₽","Озёрная
         • Мичуринский парк","Корпус 4.4, Этаж 21 из 23","Заселение до 30 апреля 2027"
"https://www.pik.ru/flat/581725","3 комнаты, 78.3 м²","15 934 050 ₽","Котельники
         • Кузьминский лес","Корпус 9, Этаж 2 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/642894","1 комната, 34.1 м²","6 233 480 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 14 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/953375","Студия, 26.7 м²","8 632 110 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 2 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953522","1 комната, 35.2 м²","10 376 960 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 12 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/953560","Студия, 20.9 м²","7 087 190 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 14 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/961442","Студия, 21.7 м²","7 456 120 ₽","Черкизовская
         • 2-й Иртышский","Корпус 1.2, Этаж 7 из 19","Заселение до 1 июня 2027"
"https://www.pik.ru/flat/961502","Студия, 24.3 м²","8 053 020 ₽","Черкизовская
         • 2-й Иртышский","Корпус 1.2, Этаж 12 из 19","Заселение до 1 июня 2027"
"https://www.pik.ru/flat/961648","Студия, 24.3 м²","8 325 180 ₽","Черкизовская
         • 2-й Иртышский","Корпус 1.3, Этаж 5 из 30","Заселение до 1 июня 2027"
"https://www.pik.ru/flat/961850","1 комната, 33.3 м²","10 862 460 ₽","Черкизовская
         • 2-й Иртышский","Корпус 1.3, Этаж 16 из 30","Заселение до 1 июня 2027"
"https://www.pik.ru/flat/961906","Студия, 20.1 м²","7 266 150 ₽","Черкизовская
         • 2-й Иртышский","Корпус 1.3, Этаж 20 из 30","Заселение до 1 июня 2027"
"https://www.pik.ru/flat/962964","2 комнаты, 62.5 м²","13 068 750 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963587","2 комнаты, 54.6 м²","12 181 260 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 14 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962966","1 комната, 32.3 м²","8 013 630 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/964333","Студия, 19 м²","7 115 500 ₽","Каширская
         • Москворечье","Корпус 1.2, Этаж 2 из 17","Заселение до 22 января 2028"
"https://www.pik.ru/flat/963219","1 комната, 31 м²","8 004 200 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 10 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/964369","1 комната, 44.4 м²","14 620 920 ₽","Каширская
         • Москворечье","Корпус 1.2, Этаж 5 из 17","Заселение до 22 января 2028"
"https://www.pik.ru/flat/964557","1 комната, 33.2 м²","11 297 960 ₽","Каширская
         • Москворечье","Корпус 1.4, Этаж 10 из 12","Заселение до 22 января 2028"
"https://www.pik.ru/flat/964593","1 комната, 31.4 м²","10 556 680 ₽","Каширская
         • Москворечье","Корпус 1.4, Этаж 6 из 12","Заселение до 22 января 2028"
"https://www.pik.ru/flat/965240","1 комната, 38.5 м²","10 795 400 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.3, Этаж 7 из 32","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/649473","Студия, 28.1 м²","14 652 190 ₽","Ботанический сад
         • Green park","Блок 8, Этаж 14 из 22","Оформление в собственность"
"https://www.pik.ru/flat/927997","1 комната, 32.4 м²","11 080 994 ₽","Текстильщики
         • Волжский парк","Корпус 5.3, Этаж 5 из 24","Заселение до 28 февраля 2026"
"https://www.pik.ru/flat/575848","1 комната, 36 м²","7 239 456 ₽","Котельники
         • Томилинский бульвар","Корпус 11-12, Этаж 12 из 25","Заселение до 30 июня 2026"
"https://www.pik.ru/flat/940589","Студия, 20 м²","6 326 260 ₽","Ж/д станция Мытищи
         • Яуза парк","Корпус 5, Этаж 21 из 24","Заселение до 31 июля 2026"
"https://www.pik.ru/flat/926043","2 комнаты, 50 м²","20 308 200 ₽","Спартак
         • Holland park","Корпус 8, Этаж 9 из 24","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/858066","Студия, 20.5 м²","7 788 975 ₽","Отрадное
         • Алтуфьевское 53","Корпус 2.2, Этаж 32 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/967643","Студия, 22.1 м²","10 617 282 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.3, Этаж 11 из 32","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/896754","Студия, 25.6 м²","8 789 299 ₽","Братиславская
         • Люблинский парк","Корпус 14.5, Этаж 16 из 33","Заселение до 28 марта 2026"
"https://www.pik.ru/flat/867407","1 комната, 43.7 м²","13 853 599 ₽","Саларьево
         • Саларьево парк","Корпус 68.4, Этаж 18 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/867585","2 комнаты, 48.5 м²","15 419 799 ₽","Саларьево
         • Саларьево парк","Корпус 68.4, Этаж 21 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/867629","1 комната, 32.2 м²","11 203 088 ₽","Саларьево
         • Саларьево парк","Корпус 68.5, Этаж 7 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/867724","2 комнаты, 61.7 м²","17 911 016 ₽","Саларьево
         • Саларьево парк","Корпус 68.5, Этаж 8 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/965460","1 комната, 31.1 м²","9 516 600 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.3, Этаж 23 из 32","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/965820","1 комната, 32.8 м²","9 849 840 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.4, Этаж 23 из 23","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/966121","2 комнаты, 50.8 м²","11 124 895 ₽","Аэропорт Внуково
         • Середневский лес","Корпус 4.3, Этаж 3 из 9","Заселение до 31 августа 2026"
"https://www.pik.ru/flat/966294","Студия, 20.1 м²","5 480 184 ₽","Аэропорт Внуково
         • Середневский лес","Корпус 4.3, Этаж 8 из 9","Заселение до 31 августа 2026"
"https://www.pik.ru/flat/867451","2 комнаты, 56.4 м²","16 844 198 ₽","Саларьево
         • Саларьево парк","Корпус 68.5, Этаж 4 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/967299","Студия, 27.5 м²","13 410 705 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.1, Этаж 5 из 12","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/967471","1 комната, 40.8 м²","17 162 438 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.2, Этаж 8 из 12","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/970408","1 комната, 32.6 м²","7 681 212 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 11 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970507","Студия, 19.9 м²","5 378 970 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 9 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/867981","Студия, 19.9 м²","7 973 054 ₽","Саларьево
         • Саларьево парк","Корпус 68.5, Этаж 14 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/971427","Студия, 24.2 м²","9 723 027 ₽","Аминьевская
         • Матвеевский парк","Корпус 4.1, Этаж 3 из 26","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/831178","2 комнаты, 45.7 м²","18 451 832 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 30 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/904911","1 комната, 36.2 м²","9 478 101 ₽","Ж/д станция Мытищи
         • Яуза парк","Корпус 2, Этаж 15 из 25","Заселение до 31 октября 2025"
"https://www.pik.ru/flat/831505","2 комнаты, 50.1 м²","19 335 644 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.2, Этаж 22 из 22","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/904912","1 комната, 36 м²","9 807 660 ₽","Ж/д станция Мытищи
         • Яуза парк","Корпус 2, Этаж 15 из 25","Заселение до 31 октября 2025"
"https://www.pik.ru/flat/972068","1 комната, 39.1 м²","15 980 717 ₽","Аминьевская
         • Матвеевский парк","Корпус 4.8, Этаж 3 из 14","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/972246","Студия, 26.6 м²","10 874 505 ₽","Аминьевская
         • Матвеевский парк","Корпус 4.8, Этаж 9 из 14","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/831912","3 комнаты, 72 м²","25 911 504 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 18 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/904949","1 комната, 39.9 м²","9 822 183 ₽","Ж/д станция Мытищи
         • Яуза парк","Корпус 2, Этаж 18 из 25","Заселение до 31 октября 2025"
"https://www.pik.ru/flat/832109","1 комната, 41.5 м²","17 076 627 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 23 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832483","3 комнаты, 84.2 м²","29 911 797 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.5, Этаж 20 из 22","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831988","Студия, 23.6 м²","11 517 130 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 27 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/820517","2 комнаты, 48 м²","18 895 968 ₽","Коломенская
         • Второй Нагатинский","Корпус 6, Этаж 27 из 33","Дом сдан"
"https://www.pik.ru/flat/820028","2 комнаты, 48 м²","19 212 384 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 30 из 33","Дом сдан"
"https://www.pik.ru/flat/832633","2 комнаты, 58.6 м²","21 988 419 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 21 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831023","2 комнаты, 45.7 м²","18 324 740 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 23 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832126","1 комната, 43.4 м²","17 567 886 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.4, Этаж 2 из 14","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/821136","3 комнаты, 71.2 м²","26 994 981 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 30 из 33","Дом сдан"
"https://www.pik.ru/flat/819948","Студия, 19.7 м²","10 545 232 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 27 из 33","Дом сдан"
"https://www.pik.ru/flat/820967","Студия, 19.7 м²","10 583 785 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 14 из 33","Дом сдан"
"https://www.pik.ru/flat/820534","2 комнаты, 57.9 м²","23 055 664 ₽","Коломенская
         • Второй Нагатинский","Корпус 7, Этаж 16 из 33","Дом сдан"
"https://www.pik.ru/flat/821067","1 комната, 33.5 м²","15 513 448 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 26 из 33","Дом сдан"
"https://www.pik.ru/flat/831026","3 комнаты, 76.3 м²","27 796 929 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 29 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832137","2 комнаты, 58.6 м²","22 121 207 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 31 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832578","1 комната, 34.5 м²","14 814 541 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.5, Этаж 19 из 22","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832677","Студия, 23.6 м²","11 478 237 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 20 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/819817","2 комнаты, 47.8 м²","18 950 166 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 16 из 33","Дом сдан"
"https://www.pik.ru/flat/831063","Студия, 25.5 м²","12 339 297 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 31 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831309","2 комнаты, 52.9 м²","20 688 713 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.2, Этаж 7 из 22","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831980","2 комнаты, 58.6 м²","21 976 347 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 19 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832225","1 комната, 41.5 м²","17 157 843 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 31 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831798","3 комнаты, 72 м²","25 926 336 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 21 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/830965","Студия, 25.5 м²","12 313 032 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 27 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/830802","2 комнаты, 50.4 м²","19 280 116 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 12 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/820194","2 комнаты, 45.5 м²","18 792 865 ₽","Коломенская
         • Второй Нагатинский","Корпус 6, Этаж 18 из 33","Дом сдан"
"https://www.pik.ru/flat/820351","2 комнаты, 45.4 м²","18 859 114 ₽","Коломенская
         • Второй Нагатинский","Корпус 6, Этаж 32 из 33","Дом сдан"
"https://www.pik.ru/flat/820595","2 комнаты, 62.9 м²","24 904 122 ₽","Коломенская
         • Второй Нагатинский","Корпус 7, Этаж 20 из 33","Дом сдан"
"https://www.pik.ru/flat/821026","3 комнаты, 71.3 м²","26 724 452 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 22 из 33","Дом сдан"
"https://www.pik.ru/flat/830847","Студия, 21.8 м²","10 962 042 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 15 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832124","Студия, 19.9 м²","11 060 181 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 33 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/830674","Студия, 19.9 м²","10 697 384 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 13 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/820315","1 комната, 31.9 м²","14 719 936 ₽","Коломенская
         • Второй Нагатинский","Корпус 6, Этаж 28 из 33","Дом сдан"
"https://www.pik.ru/flat/821112","1 комната, 35.6 м²","15 987 248 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 33 из 33","Дом сдан"
"https://www.pik.ru/flat/820401","Студия, 19.7 м²","10 425 515 ₽","Коломенская
         • Второй Нагатинский","Корпус 6, Этаж 33 из 33","Дом сдан"
"https://www.pik.ru/flat/820602","2 комнаты, 58 м²","23 065 614 ₽","Коломенская
         • Второй Нагатинский","Корпус 7, Этаж 14 из 33","Дом сдан"
"https://www.pik.ru/flat/820813","1 комната, 35.6 м²","15 723 238 ₽","Коломенская
         • Второй Нагатинский","Корпус 7, Этаж 33 из 33","Дом сдан"
"https://www.pik.ru/flat/821106","3 комнаты, 71.3 м²","26 944 769 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 32 из 33","Дом сдан"
"https://www.pik.ru/flat/830676","3 комнаты, 76.2 м²","27 517 191 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 15 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832695","Студия, 21.9 м²","10 940 145 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.5, Этаж 13 из 22","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/820862","Студия, 19.7 м²","10 472 185 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 5 из 33","Дом сдан"
"https://www.pik.ru/flat/820055","1 комната, 31.7 м²","15 068 436 ₽","Коломенская
         • Второй Нагатинский","Корпус 5, Этаж 33 из 33","Дом сдан"
"https://www.pik.ru/flat/820422","Студия, 23.3 м²","11 514 720 ₽","Коломенская
         • Второй Нагатинский","Корпус 6, Этаж 33 из 33","Дом сдан"
"https://www.pik.ru/flat/820798","1 комната, 35.5 м²","15 646 163 ₽","Коломенская
         • Второй Нагатинский","Корпус 7, Этаж 31 из 33","Дом сдан"
"https://www.pik.ru/flat/830727","2 комнаты, 45.7 м²","18 263 548 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 16 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831076","2 комнаты, 50.4 м²","19 503 338 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 33 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/831861","2 комнаты, 45.9 м²","18 286 743 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 20 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832207","2 комнаты, 45.9 м²","18 357 659 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.3, Этаж 27 из 33","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/832503","3 комнаты, 84.2 м²","29 851 089 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.5, Этаж 15 из 22","Заселение до 15 июня 2025"
"https://www.pik.ru/flat/830880","Студия, 21.8 м²","10 995 723 ₽","Коломенская
         • Второй Нагатинский","Корпус 1.1, Этаж 23 из 33","Заселение до 15 июня 2025"
